ip,subnet_24,zone_label,service_type,service_confidence,ports,protocols,community,degree,in_degree,out_degree,anomaly_score,anomaly_level,is_anomaly
10.16.66.12,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.164,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.171,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.10,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.151,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.159,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.162,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.148,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.135,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.167,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.168,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.31,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.154,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.166,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.153,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.6,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.22,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.156,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.25,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.13,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.18,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.147,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.176,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.14,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.141,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.139,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.7,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.144,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.174,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.28,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.157,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.143,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.163,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.155,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.136,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.140,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.152,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.150,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.145,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.67.16,10.16.67,"10.16.67|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.33,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.24,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.67.150,10.16.67,"10.16.67|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.6,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.67.151,10.16.67,"10.16.67|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.67.141,10.16.67,"10.16.67|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.67.142,10.16.67,"10.16.67|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.67.26,10.16.67,"10.16.67|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.67.25,10.16.67,"10.16.67|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.58,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.17,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.7,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.8,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.59,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.11,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.67.140,10.16.67,"10.16.67|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.14,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.45,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.42,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.32,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.54,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.49,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.56,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.36,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.63,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.37,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.39,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.15,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.10,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.16,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.53,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.51,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.55,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.61,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.62,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.41,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.57,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.48,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.66.32,10.16.66,"10.16.66|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.12,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.35,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.44,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.18,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.50,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.43,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.46,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.38,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.60,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.34,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.47,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.40,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.16.65.13,10.16.65,"10.16.65|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,0,1,0,4,0.0952,Low,False
10.100.16.68,10.100.16,"10.100.16|Web|22,443,36000",Web,0.33,22|443|36000,,77,2,0,9,0.1366,Low,False
10.100.16.66,10.100.16,"10.100.16|Web|22,443,36000",Web,0.33,22|443|36000,,77,2,0,9,0.1366,Low,False
10.100.16.67,10.100.16,"10.100.16|Web|22,443,36000",Web,0.33,22|443|36000,,77,2,0,9,0.1366,Low,False
10.100.16.69,10.100.16,"10.100.16|Web|22,443,36000",Web,0.33,22|443|36000,,77,2,0,9,0.1366,Low,False
10.100.19.35,10.100.19,"10.100.19|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.13.19,10.100.13,"10.100.13|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.11.44,10.100.11,"10.100.11|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.11.37,10.100.11,"10.100.11|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.20.38,10.100.20,"10.100.20|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.19.39,10.100.19,"10.100.19|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.21.187,10.100.21,"10.100.21|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.16.203,10.100.16,"10.100.16|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.13.186,10.100.13,"10.100.13|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.11.176,10.100.11,"10.100.11|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.11.177,10.100.11,"10.100.11|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.19.40,10.100.19,"10.100.19|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.16.204,10.100.16,"10.100.16|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,89,1,0,6,0.0952,Low,False
10.100.19.41,10.100.19,"10.100.19|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.100.13.187,10.100.13,"10.100.13|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,35,1,0,5,0.0952,Low,False
10.28.1.44,10.28.1,"10.28.1|Web|443,36000",Web,0.5,443|36000,,60,2,0,6,0.0938,Low,False
10.28.13.102,10.28.13,"10.28.13|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.3.31,10.28.3,"10.28.3|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.11.127,10.28.11,"10.28.11|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.12.105,10.28.12,"10.28.12|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.3.29,10.28.3,"10.28.3|Logging|1514,36000",Logging,0.5,1514|36000,,82,1,5576,26,0.0625,Low,False
10.28.113.143,10.28.113,10.28.113|Agent|36000,Agent,1.0,36000,,69,1,0,8,0.0625,Low,False
10.28.3.30,10.28.3,"10.28.3|Logging|1514,36000",Logging,0.5,1514|36000,,126,1,5560,26,0.0625,Low,False
10.28.13.104,10.28.13,"10.28.13|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.2.159,10.28.2,"10.28.2|Logging|1514,36000",Logging,0.5,1514|36000,,20,1,5563,25,0.0197,Low,False
10.28.12.94,10.28.12,"10.28.12|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.3.22,10.28.3,"10.28.3|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.11.122,10.28.11,"10.28.11|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.3.10,10.28.3,"10.28.3|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.34.133,10.28.34,"10.28.34|Web|443,36000",Web,0.5,443|36000,,18,2,0,9,0.0611,Low,False
10.28.2.8,10.28.2,"10.28.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,111,2,5577,27,0.0611,Low,False
10.30.2.91,10.30.2,"10.30.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.30.2.71,10.30.2,"10.30.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.30.2.73,10.30.2,"10.30.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.80,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.26.54,10.10.26,"10.10.26|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.188,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.30.2.70,10.30.2,"10.30.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.90,10.10.25,10.10.25|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.19.76,10.10.19,10.10.19|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.20.17.42,10.20.17,10.20.17|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.33.135,10.10.33,10.10.33|Agent|36000,Agent,1.0,36000,,95,1,0,4,0.0952,Low,False
10.10.5.27,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.20.113.139,10.20.113,"10.20.113|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.20.1.161,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.20.2.30,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.2.164,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.4.151,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.6.171,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.0.13,10.10.0,"10.10.0|Web|443,1514,36000",Web,0.33,443|1514|36000,,202,2,5572,25,0.0611,Low,False
10.10.4.153,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.0.37,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.0.27,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.0.12,10.10.0,"10.10.0|Web|443,1514,36000",Web,0.33,443|1514|36000,,140,2,5563,25,0.0611,Low,False
10.10.7.141,10.10.7,"10.10.7|Web|443,1514,36000",Web,0.33,443|1514|36000,,196,2,5565,25,0.0611,Low,False
10.10.4.175,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.8.11,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.8.19,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.5.28,10.10.5,"10.10.5|Web|443,1514,36000",Web,0.33,443|1514|36000,,68,2,5570,25,0.0611,Low,False
10.10.8.26,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.0.36,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.7.142,10.10.7,"10.10.7|Web|443,1514,36000",Web,0.33,443|1514|36000,,68,2,5570,25,0.0611,Low,False
10.10.3.170,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.7.140,10.10.7,"10.10.7|Web|443,1514,36000",Web,0.33,443|1514|36000,,96,2,1,7,0.0611,Low,False
10.10.8.28,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.0.38,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.3.38,10.10.3,"10.10.3|Logging|1514,36000",Logging,0.5,1514|36000,,107,1,5567,24,0.0625,Low,False
10.10.8.23,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.2.28,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,22,2,0,7,0.0611,Low,False
10.10.113.139,10.10.113,"10.10.113|Web|443,1514,36000",Web,0.33,443|1514|36000,,224,2,5564,25,0.0611,Low,False
10.10.0.25,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,272,2,0,3,0.0938,Low,False
10.10.0.32,10.10.0,"10.10.0|Web|443,1514",Web,0.5,443|1514,,110,2,5568,23,0.0183,Low,False
10.10.2.158,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,86,2,0,4,0.0938,Low,False
10.10.4.42,10.10.4,10.10.4|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.7.137,10.10.7,10.10.7|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.6.151,10.10.6,10.10.6|Logging|1514,Logging,1.0,1514,,34,1,5567,22,0.0952,Low,False
10.20.1.32,10.20.1,10.20.1|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.0.14,10.10.0,10.10.0|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.20.2.167,10.20.2,10.20.2|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.6.172,10.10.6,10.10.6|Logging|1514,Logging,1.0,1514,,220,1,5579,22,0.0952,Low,False
10.10.5.46,10.10.5,10.10.5|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.1.164,10.10.1,10.10.1|Logging|1514,Logging,1.0,1514,,142,1,5577,22,0.0952,Low,False
10.10.0.24,10.10.0,10.10.0|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.8.10,10.10.8,10.10.8|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.10.33.136,10.10.33,10.10.33|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.30.4.88,10.30.4,"10.30.4|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.30.4.93,10.30.4,"10.30.4|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.30.4.94,10.30.4,"10.30.4|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.15.75,10.26.15,"10.26.15|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.13.61,10.26.13,"10.26.13|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.30.4.84,10.30.4,"10.30.4|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.15.96,10.16.15,"10.16.15|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.12.251,10.26.12,"10.26.12|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.11.149,10.26.11,"10.26.11|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.15.72,10.26.15,"10.26.15|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.5.11,10.16.5,"10.16.5|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.5.10,10.16.5,"10.16.5|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.5.13,10.16.5,"10.16.5|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.2.143,10.26.2,"10.26.2|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.2.142,10.26.2,"10.26.2|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.2.138,10.26.2,"10.26.2|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.2.137,10.26.2,"10.26.2|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.5.9,10.16.5,"10.16.5|Web|443,1514,36000",Web,0.33,443|1514|36000,,162,2,5580,26,0.0611,Low,False
10.26.2.134,10.26.2,"10.26.2|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.2.135,10.26.2,"10.26.2|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.2.9,10.26.2,"10.26.2|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.5.7,10.16.5,"10.16.5|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.3.148,10.16.3,"10.16.3|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.3.25,10.16.3,"10.16.3|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.2.146,10.16.2,"10.16.2|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.3.168,10.16.3,"10.16.3|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.33.136,10.26.33,"10.26.33|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.4.156,10.16.4,"10.16.4|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.33.135,10.26.33,"10.26.33|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.26.0.176,10.26.0,"10.26.0|Web|443,1514,36000",Web,0.33,443|1514|36000,,121,2,5566,26,0.0611,Low,False
10.26.0.177,10.26.0,"10.26.0|Web|443,36000",Web,0.5,443|36000,,48,2,0,8,0.0611,Low,False
10.16.3.38,10.16.3,"10.16.3|Web|443,1514,36000",Web,0.33,443|1514|36000,,144,2,5575,26,0.0611,Low,False
